salary,work_accident,satisfaction_level,time_spend_company,average_montly_hours,left
medium,0,0.93,2,170,0
medium,0,0.69,4,228,0
low,0,0.69,5,106,0
low,1,0.34,2,96,0
high,0,0.84,2,226,0
medium,0,0.57,3,243,0
low,0,0.57,2,162,0
medium,0,0.24,4,143,0
low,0,0.95,3,188,0
medium,0,0.97,4,260,0
low,1,0.89,3,235,0
low,0,0.92,2,238,0
medium,0,0.11,4,295,1
low,0,0.6,2,172,0
low,0,0.97,3,173,0
medium,0,0.78,3,278,0
medium,0,0.33,3,186,0
low,0,0.73,3,174,0
low,0,0.87,3,178,0
low,1,0.55,3,217,0
low,0,0.86,3,161,0
low,0,0.64,7,157,0
medium,0,0.9,3,143,0
low,0,0.7,3,310,1
medium,0,0.95,3,144,0
low,0,0.33,5,239,0
medium,0,0.43,6,129,0
low,0,0.79,4,173,0
medium,0,0.58,2,135,0
low,0,0.84,3,152,0
low,1,0.51,3,261,0
high,0,0.79,5,228,1
low,0,0.45,3,138,1
medium,0,0.98,3,199,0
medium,0,0.41,3,193,0
medium,1,0.86,3,199,0
low,0,0.79,3,188,0
low,0,0.38,3,138,1
medium,0,0.64,3,223,0
medium,1,0.77,4,162,0
medium,0,0.77,7,262,0
medium,0,0.38,3,135,1
medium,0,0.72,3,142,0
low,0,0.77,4,226,0
medium,0,0.79,2,252,0
medium,0,0.87,4,151,0
low,0,0.71,3,198,0
low,0,0.2,5,256,0
medium,0,0.69,3,186,0
medium,0,0.71,4,192,0
low,0,0.65,3,224,0
low,1,0.61,5,269,0
medium,0,0.09,5,304,1
medium,0,0.52,3,176,0
low,0,0.96,3,190,0
medium,0,0.87,2,179,0
low,0,0.76,2,177,0
medium,0,0.97,3,253,0
low,0,0.99,3,195,0
low,0,0.6,3,211,0
low,0,0.41,3,149,1
high,0,0.82,2,268,0
low,1,0.66,2,262,0
low,0,0.83,3,146,0
high,0,0.59,8,272,0
medium,0,0.75,3,256,0
low,0,0.92,4,250,0
low,0,0.88,5,254,1
low,0,0.89,6,195,1
medium,1,0.81,3,170,0
low,1,0.75,3,260,0
low,0,0.87,3,173,0
low,1,0.39,3,137,0
low,0,0.75,5,262,1
medium,1,0.68,2,263,0
medium,0,0.52,3,168,0
medium,1,0.35,4,204,0
medium,0,0.22,5,175,0
low,0,0.61,2,251,0
low,0,1.0,3,152,0
medium,0,0.66,3,177,0
low,0,0.11,4,255,1
medium,0,0.82,3,237,0
low,0,0.44,3,128,1
low,0,0.67,3,182,0
low,0,0.91,5,163,0
low,0,0.41,3,141,1
medium,0,0.74,5,261,1
medium,0,0.92,3,161,0
low,0,0.74,2,238,0
medium,0,0.99,4,182,0
medium,0,0.1,4,288,1
low,0,0.15,4,220,0
medium,0,0.32,5,167,0
low,0,0.41,3,144,1
low,0,0.87,3,212,0
high,1,0.9,3,156,0
low,0,0.5,4,163,0
medium,0,0.82,4,160,0
medium,0,0.72,2,155,0
high,0,0.85,4,155,0
low,0,0.84,2,180,0
low,0,0.69,4,177,0
medium,1,0.66,2,169,0
medium,1,0.97,2,169,0
medium,0,0.5,7,266,0
low,0,0.9,2,218,0
medium,0,0.24,4,213,0
low,0,0.9,4,229,0
medium,0,0.96,2,227,0
low,0,0.78,3,240,0
medium,0,0.59,3,247,0
medium,1,0.19,4,181,0
medium,0,0.59,3,205,0
medium,0,0.43,3,143,1
medium,0,0.77,5,266,1
medium,0,0.73,2,168,0
low,0,0.98,4,219,0
low,0,0.57,2,257,0
low,0,0.56,4,279,0
low,0,0.88,3,139,0
medium,0,0.64,2,271,0
medium,1,0.94,2,215,0
low,0,0.65,2,186,0
low,1,0.5,3,150,0
medium,0,0.11,4,257,1
medium,0,0.9,5,258,1
low,0,0.78,5,243,1
low,0,0.39,3,135,1
low,0,0.62,3,141,0
low,0,0.47,3,246,0
medium,0,0.61,2,121,0
medium,0,0.61,4,256,0
medium,0,0.42,3,156,1
medium,1,0.78,2,194,0
low,0,0.36,3,131,1
low,0,0.73,3,149,0
low,0,0.57,6,237,0
low,0,0.38,3,127,1
medium,1,0.85,5,246,1
medium,0,0.74,2,150,0
low,0,0.98,2,253,0
medium,1,0.87,3,140,0
low,0,0.9,5,221,1
low,0,0.65,4,164,0
low,0,0.77,5,229,1
low,0,0.43,5,282,0
low,0,0.36,5,218,0
low,0,0.65,2,267,0
high,0,0.16,5,196,0
high,0,0.78,3,257,0
medium,0,0.66,2,249,0
medium,0,0.81,3,236,0
low,1,0.62,2,148,0
medium,1,0.62,3,150,0
high,1,0.96,3,161,0
low,0,0.82,3,177,0
low,0,0.51,3,180,0
low,1,0.83,2,149,0
low,0,0.98,2,252,0
high,0,0.96,3,247,0
low,0,0.46,3,148,1
medium,0,0.52,4,246,0
high,0,1.0,2,112,0
medium,0,0.41,3,159,1
low,0,0.97,4,257,0
medium,1,0.53,2,259,0
medium,0,0.53,2,205,0
low,0,0.86,3,271,0
low,0,0.72,4,194,0
low,1,0.51,4,166,0
low,0,0.4,3,135,1
low,0,0.42,2,209,0
medium,0,0.11,4,244,1
medium,0,0.6,2,222,0
low,0,0.52,2,209,0
low,1,0.68,2,138,0
medium,0,0.55,3,220,0
low,1,0.45,4,164,0
low,1,0.76,3,179,0
medium,0,0.48,3,268,0
medium,0,0.85,3,159,0
low,0,0.32,4,99,0
low,0,0.59,3,240,0
low,1,0.94,2,230,0
medium,0,0.7,4,185,0
medium,0,0.59,2,254,0
low,0,0.88,3,263,0
medium,0,0.56,3,164,0
low,0,0.55,3,209,0
medium,0,0.1,4,246,1
medium,1,0.87,6,216,0
low,0,0.72,3,236,0
high,0,0.88,4,243,0
low,0,0.89,3,210,0
low,0,0.46,3,138,1
low,0,0.94,2,230,0
medium,0,0.6,2,160,0
low,0,0.77,2,266,0
medium,0,0.36,3,152,1
low,0,0.31,5,205,0
low,0,0.95,3,188,0
low,0,0.81,4,285,0
medium,0,0.53,3,271,0
medium,0,0.72,5,264,1
high,0,0.53,3,188,0
low,0,0.64,6,135,0
low,0,0.4,3,132,1
low,0,0.11,4,286,1
medium,0,0.16,5,152,0
low,0,0.36,3,280,0
low,0,0.75,5,221,1
medium,0,0.1,4,271,1
medium,0,0.8,2,139,0
medium,0,0.49,2,154,0
low,0,0.11,4,264,1
medium,0,0.76,3,172,0
medium,0,0.59,4,149,0
medium,0,0.89,3,252,0
low,0,0.51,3,206,0
medium,1,0.48,6,275,0
medium,0,0.82,5,263,1
high,0,0.27,3,136,0
medium,0,0.44,3,115,0
low,0,0.8,6,189,0
medium,0,0.91,4,158,0
medium,0,0.22,3,244,0
low,0,0.82,3,164,0
low,0,0.68,3,133,0
low,0,0.14,6,163,0
low,1,0.74,3,167,0
medium,0,0.7,4,157,0
low,1,0.3,3,193,0
low,0,0.5,4,171,0
low,0,0.98,2,273,0
low,0,0.5,3,134,0
medium,0,0.69,2,167,0
medium,0,0.69,2,172,0
medium,0,0.94,6,131,0
low,0,0.66,3,258,0
low,0,0.81,3,257,0
low,0,0.67,2,264,0
low,0,0.36,3,132,1
medium,0,0.71,3,215,0
low,0,0.73,4,232,0
medium,0,0.55,3,192,0
low,0,0.09,4,249,1
low,1,0.88,6,219,1
low,0,0.09,4,301,1
medium,0,0.53,3,228,0
medium,0,0.85,3,201,0
low,1,0.88,3,260,0
low,0,0.64,3,199,0
low,1,0.63,3,177,0
medium,0,0.91,3,195,0
medium,0,0.09,4,249,1
low,0,0.11,4,301,1
medium,0,0.96,3,157,0
high,0,0.48,4,253,0
low,0,0.43,3,142,1
medium,0,0.75,4,138,0
low,0,0.3,4,245,0
medium,0,0.95,3,235,0
low,1,0.26,6,214,0
medium,0,0.93,3,184,0
medium,0,0.61,3,216,0
medium,0,0.55,3,267,0
low,0,0.93,4,242,0
medium,0,0.83,4,197,0
medium,0,0.9,3,175,0
high,0,0.21,5,287,0
low,0,0.8,3,220,0
medium,0,0.85,10,245,0
medium,0,0.76,3,261,0
low,0,0.28,4,218,1
high,0,0.39,3,159,1
medium,0,0.1,4,278,1
medium,0,0.33,2,243,0
medium,0,0.92,3,236,0
low,0,0.84,2,168,0
low,0,0.68,5,152,0
medium,1,0.6,4,265,0
medium,1,0.84,3,186,0
medium,0,0.6,3,203,0
medium,0,0.49,3,240,0
medium,0,0.11,5,269,1
medium,0,0.97,3,156,0
low,0,0.8,4,229,0
medium,0,0.81,2,229,0
low,0,0.66,3,255,1
medium,1,0.73,6,256,1
medium,0,0.79,3,204,0
low,0,0.51,3,149,0
medium,0,0.8,3,228,0
medium,1,0.91,3,178,0
medium,1,0.56,3,270,0
medium,0,0.18,3,250,0
medium,1,0.98,2,165,0
low,1,0.35,2,141,0
medium,1,0.6,3,265,0
low,0,0.39,3,134,1
low,0,0.76,6,293,1
medium,0,0.89,5,257,1
low,0,0.75,2,202,0
medium,0,0.14,6,253,0
low,0,0.68,6,192,0
medium,0,0.84,2,189,0
low,0,0.1,5,292,1
high,0,0.38,3,196,0
medium,0,0.1,4,308,1
low,1,0.84,5,263,1
low,0,0.42,3,140,1
low,0,0.1,4,266,1
low,0,0.46,3,139,1
low,0,0.09,4,258,1
low,0,0.1,4,265,1
medium,0,0.9,3,270,0
low,0,0.72,2,260,0
medium,0,0.49,2,186,0
medium,0,0.1,4,252,1
low,1,0.25,3,218,0
low,0,0.41,2,151,0
medium,1,0.99,5,139,0
medium,0,0.21,5,203,1
high,0,0.7,3,253,0
medium,0,0.56,4,185,0
low,0,0.48,4,198,0
low,0,0.88,2,240,0
high,0,0.62,2,225,0
high,1,0.54,2,169,0
medium,1,0.98,4,264,0
low,0,0.82,2,208,0
low,0,0.12,4,161,0
medium,0,0.41,3,273,0
low,0,0.85,2,251,0
low,0,0.85,3,154,0
high,0,0.68,2,271,0
low,0,0.34,3,202,0
medium,0,0.91,3,164,0
low,0,0.69,3,153,0
medium,0,0.81,3,177,0
high,0,0.54,3,258,0
low,0,0.37,3,149,1
medium,1,0.52,2,138,0
low,0,0.67,3,175,0
medium,0,0.41,3,133,1
medium,0,0.4,5,296,1
medium,0,0.49,3,247,0
low,0,0.91,4,179,0
low,0,0.35,3,244,0
medium,0,0.84,2,135,0
high,0,0.88,7,208,0
low,0,0.15,4,180,0
low,0,0.09,4,294,1
low,1,0.78,4,168,0
low,0,0.64,3,146,0
low,0,0.1,5,310,1
medium,0,0.64,3,163,0
medium,1,0.88,3,271,0
medium,1,0.66,2,234,0
low,0,0.1,4,284,1
low,0,0.51,3,203,0
medium,0,0.52,3,233,0
medium,0,0.64,4,231,0
low,0,0.97,2,223,0
low,0,0.93,4,169,0
low,0,0.52,4,144,0
medium,0,0.98,5,103,0
medium,0,0.69,3,246,0
medium,0,0.92,4,261,0
medium,0,0.71,5,300,1
medium,0,0.79,5,226,1
low,0,0.86,3,196,0
low,1,0.58,3,191,0
medium,0,0.84,5,218,1
medium,0,0.89,3,238,0
medium,0,0.43,3,160,1
medium,0,0.56,2,212,0
medium,1,0.65,3,223,0
medium,0,0.7,3,182,0
medium,0,0.1,4,304,1
low,0,0.53,2,138,0
low,1,0.93,4,160,0
low,0,0.69,3,201,0
high,0,0.98,2,259,0
low,0,0.99,3,177,0
low,0,0.8,3,168,0
medium,0,0.49,3,169,0
high,0,0.8,3,217,0
medium,1,0.48,2,185,0
medium,0,0.85,5,165,0
medium,0,0.66,2,250,0
medium,0,0.8,3,247,0
medium,0,0.44,3,141,1
medium,0,0.54,3,152,0
medium,0,0.93,2,209,0
medium,0,0.77,4,202,0
low,0,0.1,4,285,1
low,0,0.36,3,152,1
low,0,0.74,5,228,1
low,0,0.49,3,245,0
medium,0,0.72,3,167,0
low,0,0.4,3,130,1
medium,0,0.34,3,155,0
medium,0,0.69,4,190,0
low,0,0.97,3,169,0
low,1,0.75,10,186,0
medium,0,0.79,2,185,0
low,0,0.63,2,252,0
medium,0,0.7,3,231,0
low,0,0.45,3,149,1
low,0,0.11,4,280,1
low,0,0.36,3,135,1
low,0,0.46,3,152,1
medium,0,0.77,2,189,0
low,0,0.78,2,177,0
medium,0,0.9,7,158,0
medium,0,0.72,3,256,0
medium,0,0.1,4,295,1
low,0,0.66,3,216,0
medium,0,0.51,2,254,0
low,0,0.92,3,259,0
medium,0,0.61,2,266,0
low,0,0.59,3,168,0
medium,0,0.96,2,195,0
low,1,0.73,2,251,0
low,0,0.56,2,270,0
low,0,0.61,3,244,0
medium,0,0.73,5,262,1
low,0,0.45,3,140,1
low,0,0.58,2,187,0
medium,0,0.54,2,259,0
low,0,0.89,3,108,0
high,0,0.53,6,106,0
medium,1,0.64,3,249,0
low,0,0.96,3,158,0
medium,0,0.32,3,263,0
low,0,0.99,3,155,0
high,0,0.58,2,180,0
low,0,0.76,3,175,0
high,0,0.44,3,156,1
high,0,0.5,2,150,0
high,1,0.73,7,262,0
low,0,0.5,3,274,0
medium,0,0.74,2,157,0
high,0,0.49,2,267,0
medium,1,0.59,3,142,0
low,0,0.62,4,213,0
medium,0,0.66,3,263,0
low,0,0.75,4,173,0
low,0,0.09,5,289,1
medium,0,0.46,4,183,0
low,0,0.59,2,184,0
low,1,0.61,7,146,0
low,0,0.8,2,217,0
low,0,0.52,3,222,0
medium,0,0.29,4,183,0
medium,0,0.77,7,153,0
low,0,0.8,2,204,0
low,0,0.21,2,130,0
medium,0,0.67,3,225,0
low,0,0.8,3,160,0
low,0,0.5,3,207,0
low,0,0.5,2,199,0
low,1,0.42,3,148,1
medium,0,0.96,6,158,0
medium,0,0.86,2,246,0
low,0,0.59,3,164,0
medium,0,0.63,3,151,0
high,0,0.72,3,227,0
medium,0,0.69,4,232,0
low,0,0.11,5,277,1
medium,0,0.85,6,153,0
medium,0,0.81,5,237,1
medium,0,0.57,5,126,0
medium,0,0.84,5,236,1
medium,0,0.91,3,267,0
medium,0,0.23,6,221,0
medium,0,0.44,3,152,1
low,0,0.51,4,170,0
high,0,0.42,6,115,0
low,0,0.47,10,284,0
low,0,0.91,3,171,0
medium,0,0.99,3,254,0
medium,1,0.49,4,233,0
medium,0,0.67,3,223,0
medium,0,0.82,5,244,0
low,0,0.84,3,251,0
medium,0,0.58,3,167,0
low,0,0.49,3,182,0
medium,0,0.57,2,264,0
low,0,0.61,2,153,0
low,0,0.91,3,240,0
low,1,0.53,2,272,0
medium,1,0.73,6,231,0
low,0,0.79,3,192,0
low,1,0.91,2,243,0
high,0,0.2,3,113,0
medium,0,0.49,3,163,0
low,1,0.71,2,182,0
low,0,0.24,5,187,0
medium,1,0.67,3,171,0
low,0,0.95,2,185,0
medium,0,0.83,2,206,0
medium,0,0.87,3,258,0
medium,0,0.72,2,229,0
low,0,0.66,2,207,0
low,1,0.9,3,249,0
high,0,0.59,3,234,0
low,0,0.71,3,251,0
high,0,0.53,3,139,0
medium,0,0.71,4,144,0
low,0,0.83,8,240,0
medium,0,0.87,3,211,0
medium,0,0.46,3,128,1
medium,0,0.55,6,169,0
low,0,0.9,3,275,1
medium,1,1.0,7,194,0
low,0,0.09,5,303,1
medium,0,0.11,4,267,1
high,0,0.68,4,251,0
medium,0,0.56,3,270,0
low,1,0.66,2,270,0
medium,0,0.83,3,139,0
medium,0,0.71,2,187,0
medium,0,0.96,4,158,0
medium,0,0.82,5,263,1
medium,0,0.64,4,199,0
medium,0,0.63,4,212,0
low,0,0.95,2,153,0
medium,0,0.73,5,206,1
low,0,0.57,3,262,0
medium,0,0.57,3,255,0
low,0,0.9,4,175,0
medium,0,0.69,4,274,0
low,0,0.26,3,242,1
medium,0,0.72,3,151,0
low,0,0.76,5,246,1
medium,1,0.78,3,194,0
medium,0,0.62,2,202,0
medium,0,0.73,4,205,0
high,0,0.64,4,148,0
medium,0,0.98,2,175,0
low,0,1.0,4,142,0
medium,0,0.81,3,206,0
low,0,0.82,5,218,1
medium,0,0.82,5,252,1
low,1,0.6,3,233,0
medium,0,0.49,3,213,0
low,1,0.73,2,200,0
medium,0,0.92,3,192,0
low,0,0.61,3,268,0
medium,1,0.59,2,219,0
high,0,0.55,3,197,0
low,0,0.95,2,222,0
medium,0,0.8,3,258,0
low,0,0.74,5,276,1
low,0,0.55,3,220,0
low,0,0.66,2,199,0
medium,1,0.94,2,152,0
medium,0,0.52,2,153,0
low,0,0.61,3,201,0
low,0,0.64,2,268,0
low,1,0.8,6,232,0
medium,0,0.61,4,169,0
low,1,0.94,3,250,0
medium,0,0.11,4,279,1
low,0,0.11,5,260,1
high,0,0.89,5,184,0
high,0,0.84,4,225,0
low,0,0.64,2,179,0
low,0,0.09,4,269,1
medium,1,0.7,3,202,0
medium,0,0.48,2,210,0
medium,0,0.78,2,202,0
medium,0,0.89,3,268,0
medium,1,0.18,5,250,0
low,0,0.71,3,177,0
high,0,0.63,4,180,0
medium,0,0.6,4,157,0
low,0,0.5,2,264,0
high,1,0.55,2,201,0
low,0,0.51,2,257,0
medium,1,0.93,7,255,0
medium,0,0.48,2,235,0
low,1,0.4,2,172,0
medium,0,0.79,2,235,0
high,1,0.98,2,180,0
low,0,0.6,2,232,0
low,0,0.85,4,235,0
medium,0,0.09,4,296,1
medium,0,0.29,3,253,0
low,1,0.65,4,194,0
medium,0,0.9,3,172,0
low,0,0.68,2,113,0
medium,0,0.88,2,245,0
high,0,0.74,2,165,0
medium,0,0.69,3,178,0
medium,0,0.38,3,146,1
low,0,0.65,3,265,0
medium,0,0.68,2,239,0
high,1,0.89,3,185,0
low,0,0.55,3,260,0
low,0,0.58,2,235,0
high,0,0.22,3,213,0
low,0,0.82,3,227,0
low,1,0.51,4,142,0
medium,1,0.84,2,152,0
medium,1,0.47,3,162,0
medium,1,0.73,5,113,0
medium,0,0.25,4,187,0
medium,0,0.24,4,193,0
low,0,0.7,3,237,0
low,0,0.49,3,183,0
high,0,0.43,3,130,1
medium,0,0.48,3,151,0
medium,0,0.63,2,175,0
medium,0,0.23,5,140,0
low,0,0.49,3,265,0
medium,0,0.49,2,170,0
medium,0,0.16,6,171,0
medium,0,0.67,3,219,0
medium,0,0.83,2,233,0
low,0,0.84,3,246,0
low,0,0.56,3,208,0
medium,0,0.58,2,180,0
high,0,0.91,3,139,0
low,0,0.25,3,220,0
low,0,0.74,6,229,1
low,0,0.15,3,264,0
high,0,0.24,7,263,0
low,0,0.14,4,251,0
low,0,0.38,2,190,0
medium,0,0.1,4,253,1
low,0,0.49,4,142,0
low,0,0.49,3,185,0
low,0,0.8,4,199,0
low,0,0.72,3,257,0
low,1,0.92,3,132,0
low,1,0.83,3,259,0
low,1,0.77,3,141,0
low,1,0.93,4,237,0
medium,0,0.54,3,185,0
low,0,0.68,2,156,0
low,0,0.88,3,153,0
medium,0,0.81,2,177,0
low,0,0.37,3,147,1
low,1,0.83,2,250,0
medium,0,0.75,4,141,0
low,0,0.94,2,210,0
medium,0,0.87,3,263,0
medium,0,0.88,5,247,1
low,0,0.3,3,250,0
low,0,0.11,4,275,1
medium,0,0.22,6,199,0
low,0,0.74,3,264,0
low,1,0.62,3,198,0
medium,0,0.77,3,265,0
medium,0,0.53,6,236,0
low,0,0.54,3,175,0
high,0,0.48,4,152,0
medium,1,0.79,2,215,0
low,0,0.69,3,138,0
medium,0,0.78,2,244,0
medium,1,0.65,2,228,0
medium,0,0.11,4,272,1
medium,0,0.43,3,155,1
low,0,0.54,3,211,0
low,0,0.89,5,260,1
low,0,0.39,3,147,1
medium,0,0.87,3,261,0
medium,0,0.67,2,133,0
medium,0,0.36,3,141,1
medium,0,0.86,2,250,0
medium,0,0.43,3,137,1
low,0,0.38,3,160,1
low,1,0.29,6,116,0
low,1,0.7,3,191,0
medium,0,0.85,3,258,0
medium,0,1.0,2,205,0
medium,0,0.29,10,271,0
low,0,0.54,2,128,0
low,0,0.95,4,273,0
high,1,0.61,3,161,0
high,0,0.35,5,182,0
low,0,0.98,3,196,0
medium,0,0.55,2,222,0
medium,0,0.42,3,139,1
medium,0,0.42,6,218,0
medium,0,0.57,3,167,0
low,0,0.9,3,174,0
medium,0,0.28,2,150,0
high,1,0.97,3,134,0
medium,1,0.17,4,257,0
low,0,0.65,5,156,0
medium,1,0.16,5,99,0
medium,0,0.77,2,219,0
high,0,0.75,2,135,0
low,0,0.25,8,279,0
low,1,0.75,3,261,0
medium,1,0.77,3,153,0
medium,0,0.16,3,192,0
low,0,0.1,4,263,1
medium,0,0.37,3,157,1
medium,0,0.51,5,106,0
low,0,0.62,3,184,0
low,1,0.25,5,194,0
medium,0,0.84,2,186,0
medium,0,0.81,3,162,0
high,0,0.58,3,122,0
medium,0,0.79,3,136,0
low,0,0.64,2,188,0
low,0,0.53,2,167,0
low,0,0.67,4,212,0
low,0,0.22,4,218,0
medium,0,0.66,2,160,0
medium,0,0.6,2,229,0
medium,0,0.58,2,165,0
medium,0,0.98,2,166,0
low,0,0.62,3,198,0
medium,0,0.83,3,175,0
low,0,0.44,3,135,1
high,0,0.67,3,181,0
medium,0,0.73,2,199,0
medium,0,0.92,7,138,0
medium,0,0.74,2,203,0
low,0,0.86,4,232,0
low,1,0.84,3,250,0
low,0,0.4,2,206,0
medium,0,0.44,3,156,1
medium,1,0.17,4,218,0
low,0,0.36,4,278,0
medium,1,0.75,4,138,0
low,0,0.19,3,231,0
medium,0,0.38,3,136,1
medium,0,0.45,4,253,0
medium,1,0.87,6,148,0
low,0,0.97,6,177,0
high,1,0.22,6,176,0
medium,0,0.82,3,183,0
low,0,0.32,5,135,1
medium,0,0.82,2,271,0
low,0,0.55,3,195,0
medium,0,0.42,3,136,1
low,0,0.84,10,207,0
medium,0,0.98,3,234,0
medium,0,0.57,3,245,0
low,0,0.74,3,200,0
low,0,0.95,3,133,0
medium,0,0.45,3,157,1
medium,0,0.92,2,155,0
low,0,0.71,3,249,0
low,0,0.75,3,246,0
low,0,0.29,6,189,0
medium,0,0.7,2,265,0
low,1,0.81,3,259,0
low,0,0.74,2,135,0
medium,0,0.15,5,160,0
high,0,0.71,4,268,0
low,0,0.77,3,187,0
medium,0,0.79,5,263,1
low,0,0.65,3,222,0
high,0,0.51,2,260,0
medium,0,0.92,2,212,0
low,0,0.32,3,246,0
low,0,0.39,3,132,1
low,1,0.97,2,214,0
medium,0,0.91,3,144,0
low,0,0.83,3,149,0
medium,0,0.83,2,259,0
low,0,0.77,2,165,0
medium,1,0.84,4,210,0
medium,0,0.5,5,210,0
low,1,1.0,2,245,0
low,1,0.69,2,267,0
low,0,0.76,4,121,0
medium,1,0.58,4,274,0
medium,0,0.98,2,247,0
low,0,0.91,2,203,0
medium,0,0.7,2,264,0
low,0,0.09,4,278,1
low,0,0.36,6,111,0
medium,0,0.72,3,172,0
low,0,0.56,6,211,0
medium,0,0.71,4,221,0
medium,1,0.58,3,162,0
medium,0,0.5,4,245,0
medium,0,0.61,3,176,0
low,0,0.68,6,106,0
low,0,0.6,4,259,0
low,0,0.87,3,160,0
low,0,0.1,4,247,1
medium,1,0.69,3,263,0
medium,0,0.56,5,143,0
low,0,0.41,3,154,1
medium,0,0.81,5,102,0
low,0,0.72,3,224,0
medium,0,0.55,2,273,0
medium,1,0.72,2,154,0
low,0,0.91,3,174,0
low,0,0.85,5,225,1
medium,0,0.56,3,142,0
low,0,0.99,2,195,0
medium,0,0.97,3,253,0
low,0,0.27,3,301,1
medium,1,0.98,6,154,0
medium,1,0.71,3,180,0
medium,0,0.36,3,133,1
medium,0,0.14,4,198,0
medium,0,0.58,3,181,0
medium,0,0.19,6,193,0
medium,1,0.81,3,232,0
medium,1,0.67,2,174,0
medium,0,0.9,3,243,0
low,0,0.78,2,272,0
medium,0,0.38,3,148,1
low,1,0.75,3,246,0
low,0,0.45,2,148,0
low,0,0.09,4,260,1
medium,0,0.56,2,207,0
medium,0,0.45,3,138,1
low,1,0.98,10,261,0
low,1,0.39,3,148,1
medium,0,0.65,3,171,0
high,0,0.52,2,118,0
low,0,0.72,5,162,0
medium,0,0.95,3,212,0
low,1,0.64,3,174,0
medium,0,0.55,3,237,0
medium,0,0.72,2,240,0
medium,1,0.9,3,147,0
low,0,0.42,3,143,1
low,0,0.97,4,207,0
low,0,0.79,2,171,0
low,0,0.48,3,271,0
low,0,0.38,3,157,1
low,0,0.57,10,227,0
medium,0,0.5,3,246,0
medium,0,0.76,3,190,0
medium,0,0.93,3,167,0
medium,0,0.97,4,267,0
medium,0,0.75,3,242,0
low,0,0.41,3,148,1
low,0,0.42,3,129,1
medium,0,0.92,2,220,0
low,0,0.81,3,198,0
low,0,0.87,5,304,1
medium,0,0.62,4,151,0
high,0,0.73,2,274,0
low,0,0.73,3,197,0
low,0,0.53,3,227,0
low,1,0.98,3,155,0
medium,0,0.77,2,242,0
medium,0,0.88,3,182,0
low,1,0.33,2,212,0
high,0,0.76,3,214,0
medium,0,0.11,4,274,1
low,0,0.5,4,169,0
low,0,0.71,3,161,0
medium,1,0.41,2,185,0
medium,0,0.51,2,235,0
high,0,0.88,5,190,0
medium,0,0.43,3,136,1
high,0,0.49,3,211,0
low,0,0.8,3,161,0
medium,0,0.98,2,218,0
medium,0,0.44,3,156,1
low,0,0.81,4,167,0
high,0,0.14,4,271,0
medium,0,0.71,3,261,0
medium,1,0.91,2,134,0
medium,0,0.75,5,98,0
medium,0,0.57,2,263,0
medium,0,0.42,3,151,1
medium,1,0.64,2,233,0
low,0,0.51,3,155,0
medium,0,0.88,10,273,0
high,0,0.22,10,193,0
low,1,0.74,2,228,0
medium,0,0.31,3,182,0
low,1,0.34,5,157,1
high,1,0.55,6,271,0
medium,0,0.95,5,168,0
medium,0,0.59,2,216,0
low,0,0.09,4,295,1
medium,1,0.84,3,234,0
medium,0,0.84,3,178,0
low,0,0.7,2,225,0
low,0,0.75,2,150,0
low,0,0.38,3,144,1
low,0,0.69,2,227,0
low,0,0.37,2,173,0
low,1,0.77,2,224,0
low,0,0.09,4,279,1
medium,0,0.44,3,121,0
low,0,0.48,5,121,0
high,0,0.73,3,221,0
medium,1,0.61,3,175,0
low,0,0.55,2,168,0
low,0,0.51,4,230,0
high,1,0.63,3,145,0
low,0,0.78,3,135,0
high,0,0.88,4,233,0
low,1,0.51,6,132,0
low,0,0.81,5,176,0
low,0,0.41,3,132,1
low,1,0.42,5,188,0
medium,0,0.74,4,233,0
low,0,0.65,3,142,0
medium,0,0.86,5,223,1
medium,0,0.29,4,251,0
medium,0,0.84,5,251,1
low,0,0.52,3,133,0
low,1,0.81,2,273,0
low,0,0.32,3,249,0
low,1,0.93,2,196,0
low,0,0.83,2,218,0
medium,0,0.61,3,151,0
low,0,0.55,3,198,0
low,0,0.82,3,250,0
low,0,0.64,3,179,0
low,0,0.56,3,159,0
medium,0,0.56,4,222,0
low,1,0.95,2,142,0
low,0,0.88,2,166,0
low,0,0.61,4,104,0
low,0,0.56,3,130,0
medium,0,0.57,3,158,0
low,0,0.84,2,263,0
low,0,0.8,3,218,0
medium,0,0.8,2,135,0
medium,0,0.21,4,129,0
medium,0,0.99,2,209,0
medium,0,0.62,4,267,0
low,0,0.98,2,197,0
medium,0,0.9,2,162,0
medium,0,0.48,2,257,0
medium,0,0.09,4,307,1
low,0,0.92,5,219,1
medium,0,0.43,3,131,1
low,0,0.82,4,195,0
medium,0,0.65,2,205,0
medium,1,0.72,4,178,0
low,1,0.76,3,135,0
medium,0,0.28,3,281,0
medium,0,0.65,4,268,0
medium,0,0.57,3,167,0
medium,0,0.98,2,139,0
low,0,1.0,4,252,0
low,0,0.79,5,239,1
medium,0,0.81,2,231,0
medium,0,0.55,3,206,0
medium,1,0.8,3,203,0
low,0,0.98,3,154,0
low,0,0.69,2,135,0
low,0,0.71,3,167,0
medium,0,0.58,3,147,0
high,0,0.74,4,199,0
low,0,0.8,5,178,0
medium,0,0.5,3,263,0
medium,0,0.71,2,201,0
low,0,0.73,5,235,1
medium,0,0.8,3,223,0
high,0,0.22,6,174,0
low,0,0.73,6,223,1
low,0,0.5,3,143,0
